LATITUDE,LONGITUDE,OC,NDVI_v1,s2_1,s2_2,s2_3,s2_4,s2_5,s2_6,s2_7,s2_8,s2_9,s2_10,s2_11,s2_12,_count,_sum,_mean,_median,_stdev,_min,_max,_range,_minority,_majority,_variety,_variance
13.01861111,74.81583333,1.19,0.190876351,656.5,1090,1462,2022,2072,2543,2812,2976,3119,2986,3696,2644.5,2,0.45202817,0.226014085,0.226014085,0.035137735,0.19087635,0.26115182,0.070275471,0.19087635,0.19087635,2,0.00123466
13.01861111,74.81583333,1.29,0.190876351,656.5,1090,1462,2022,2072,2543,2812,2976,3119,2986,3696,2644.5,2,0.45202817,0.226014085,0.226014085,0.035137735,0.19087635,0.26115182,0.070275471,0.19087635,0.19087635,2,0.00123466
13.01861111,74.81583333,1.31,0.190876351,656.5,1090,1462,2022,2072,2543,2812,2976,3119,2986,3696,2644.5,2,0.45202817,0.226014085,0.226014085,0.035137735,0.19087635,0.26115182,0.070275471,0.19087635,0.19087635,2,0.00123466
13.01861111,74.81583333,1.26,0.190876351,656.5,1090,1462,2022,2072,2543,2812,2976,3119,2986,3696,2644.5,2,0.45202817,0.226014085,0.226014085,0.035137735,0.19087635,0.26115182,0.070275471,0.19087635,0.19087635,2,0.00123466
13.02027778,74.81472222,1.37,0.262342263,570.5,1123,1496,1889,2310,2534.5,2800.5,2892,3200.5,2993.5,4173,3011,3,0.67805694,0.22601898,0.20978874,0.025732814,0.205925927,0.262342274,0.056416348,0.205925927,0.205925927,3,0.000662178
13.02027778,74.81472222,0.96,0.262342263,570.5,1123,1496,1889,2310,2534.5,2800.5,2892,3200.5,2993.5,4173,3011,3,0.67805694,0.22601898,0.20978874,0.025732814,0.205925927,0.262342274,0.056416348,0.205925927,0.205925927,3,0.000662178
13.02027778,74.81472222,0.78,0.262342263,570.5,1123,1496,1889,2310,2534.5,2800.5,2892,3200.5,2993.5,4173,3011,3,0.67805694,0.22601898,0.20978874,0.025732814,0.205925927,0.262342274,0.056416348,0.205925927,0.205925927,3,0.000662178
13.02027778,74.81472222,1.13,0.262342263,570.5,1123,1496,1889,2310,2534.5,2800.5,2892,3200.5,2993.5,4173,3011,3,0.67805694,0.22601898,0.20978874,0.025732814,0.205925927,0.262342274,0.056416348,0.205925927,0.205925927,3,0.000662178
12.85428,74.975712,1.03,0.263416816,1025,1293,1604,1870,2088.5,2562.5,2845,2740,3043,3182,3797.5,2823.5,4,0.968873799,0.24221845,0.258368403,0.030959016,0.188720167,0.263416827,0.07469666,0.188720167,0.188720167,4,0.000958461
12.8499,74.9862,1.05,0.25503498,835,1104,1406,1757,2004,2348.5,2603,2960,3019,3037.5,4253,3135.5,3,0.763658568,0.254552856,0.255034983,0.008400935,0.244031265,0.26459232,0.020561054,0.244031265,0.244031265,3,7.06E-05
12.8499,74.9862,0.7,0.25503498,835,1104,1406,1757,2004,2348.5,2603,2960,3019,3037.5,4253,3135.5,3,0.763658568,0.254552856,0.255034983,0.008400935,0.244031265,0.26459232,0.020561054,0.244031265,0.244031265,3,7.06E-05
12.89564,75.230569,0.49,0.231276281,1116,1157,1324,1590,1874,2416.5,2733.5,2743,2997,2740.5,3415.5,2537,3,0.763471082,0.254490361,0.266097397,0.016414828,0.231276289,0.266097397,0.034821108,0.231276289,0.266097397,2,0.000269447
13.02166667,74.81861111,0.8,0.208800332,626,1010,1452,1906,2130,2524.5,2843.5,2912,3175,2930.5,4133,3026,2,0.476793543,0.238396771,0.238396771,0.02959644,0.208800331,0.267993212,0.059192881,0.208800331,0.208800331,2,0.000875949
13.02166667,74.81861111,0.96,0.208800332,626,1010,1452,1906,2130,2524.5,2843.5,2912,3175,2930.5,4133,3026,2,0.476793543,0.238396771,0.238396771,0.02959644,0.208800331,0.267993212,0.059192881,0.208800331,0.208800331,2,0.000875949
13.02166667,74.81861111,1.02,0.208800332,626,1010,1452,1906,2130,2524.5,2843.5,2912,3175,2930.5,4133,3026,2,0.476793543,0.238396771,0.238396771,0.02959644,0.208800331,0.267993212,0.059192881,0.208800331,0.208800331,2,0.000875949
12.8503,74.9849,1.07,0.244088624,1181.5,1548,1883,2177,2522.5,2909.5,3198.5,3361,3574,3595.5,4791.5,3690,4,0.946729764,0.236682441,0.232255146,0.021509251,0.213795587,0.268423885,0.054628298,0.213795587,0.213795587,4,0.000462648
12.84726,74.98766,1.06,0.236387492,633.5,1010,1377,1768,2115.5,2553.5,2849,3075,3257.5,3180,4224.5,3104.5,4,1.000320166,0.250080042,0.247544453,0.014751081,0.235357225,0.269874036,0.034516811,0.235357225,0.235357225,4,0.000217594
12.85365,74.9725,1.13,0.271112947,1214.5,1337,1740,2139,2440,2844.5,3122,3056,3285.5,3267,4177,3137.5,4,0.846272618,0.211568154,0.19960656,0.039265125,0.175946549,0.271112949,0.0951664,0.175946549,0.175946549,4,0.00154175
12.85326,74.97222,0.36,0.225509028,1199.5,1088.5,1575,1871,2462,3042,3382.5,3294,3509.5,3457.5,4047.5,2948.5,4,0.976229012,0.244057253,0.246015944,0.027788594,0.2086889,0.275508225,0.066819325,0.2086889,0.2086889,4,0.000772206
12.89338,75.22759,1.09,0.221067221,589.5,916,1236,1480,1858.5,2326,2580,2618.5,2877.5,3122,3126,2391.5,3,0.769814909,0.25660497,0.270157725,0.024756061,0.221872628,0.277784556,0.055911928,0.221872628,0.221872628,3,0.000612863
12.8498,74.9859,0.73,0.280479373,1222,1070,1345,1631,2047.5,2447,2733.5,2700,3068.5,3151,4365.5,3092,3,0.799015522,0.266338507,0.273569614,0.013951217,0.246825218,0.27862069,0.031795472,0.246825218,0.246825218,3,0.000194636
12.8498,74.9859,1.16,0.280479373,1222,1070,1345,1631,2047.5,2447,2733.5,2700,3068.5,3151,4365.5,3092,3,0.799015522,0.266338507,0.273569614,0.013951217,0.246825218,0.27862069,0.031795472,0.246825218,0.246825218,3,0.000194636
12.89521,75.225628,0.37,0.180340557,656,985.5,1495,2611,2776,3200,3318,3242,3334,3285.5,4093,2748,4,0.744041339,0.186010335,0.17793677,0.061561677,0.107807964,0.280359834,0.17255187,0.107807964,0.107807964,4,0.00378984
12.85697,74.9747,0.8,0.282507583,833,1321,1837,2189,2636.5,2942.5,3236,3211,3413.5,3188.5,4138.5,3170.5,2,0.471766829,0.235883415,0.235883415,0.046624154,0.189259261,0.282507569,0.093248308,0.189259261,0.189259261,2,0.002173812
12.87249,75.2508,0.93,0.157520407,703,1166,1609,2315,2480,3170.5,3460.5,3554,3551.5,3297.5,3942.5,2571,4,0.896691427,0.224172857,0.225593902,0.047270392,0.157520413,0.287983209,0.130462795,0.157520413,0.157520413,4,0.00223449
12.872499,75.250821,1.23,0.157520407,703,956.5,1322,1782,2480,3170.5,3460.5,3223.5,3551.5,3297.5,3942.5,2571,4,0.896691427,0.224172857,0.225593902,0.047270392,0.157520413,0.287983209,0.130462795,0.157520413,0.157520413,4,0.00223449
12.846098,74.98332,0.85,0.289719626,565.5,1093,1414,1748,1615,2749,3147.5,3174,3456.5,3277.5,2836.5,1761,2,0.560781896,0.280390948,0.280390948,0.009328663,0.271062285,0.289719611,0.018657327,0.271062285,0.271062285,2,8.70E-05
12.846098,74.98332,0.45,0.289719626,565.5,1093,1414,1748,1615,2749,3147.5,3174,3456.5,3277.5,2836.5,1761,2,0.560781896,0.280390948,0.280390948,0.009328663,0.271062285,0.289719611,0.018657327,0.271062285,0.271062285,2,8.70E-05
12.876217,75.234327,0.23,0.233648542,567,2121,2313,2683,2253.5,2736.5,3060.5,3520,3203,3080.5,3662,2917,3,0.617673174,0.205891058,0.190040559,0.065374487,0.134934708,0.292697906,0.157763198,0.134934708,0.134934708,3,0.004273824
12.84743,74.98765,0.74,0.251464435,633.5,1007.5,1356,1762,2115.5,2553.5,2849,3079,3257.5,3180,4224.5,3104.5,4,1.075865895,0.268966474,0.26519312,0.016250424,0.251464427,0.294015229,0.042550802,0.251464427,0.251464427,4,0.000264076
12.84821,74.9875,0.93,0.295124851,735,967,1243,1594,1970,2349.5,2645.5,2718,2921.5,3005.5,3941.5,2882.5,3,0.819859982,0.273286661,0.264067233,0.015504173,0.26066789,0.295124859,0.034456968,0.26066789,0.26066789,3,0.000240379
12.84821,74.9875,1.23,0.295124851,735,967,1243,1594,1970,2349.5,2645.5,2718,2921.5,3005.5,3941.5,2882.5,3,0.819859982,0.273286661,0.264067233,0.015504173,0.26066789,0.295124859,0.034456968,0.26066789,0.26066789,3,0.000240379
13.01722222,74.81722222,1.24,0.207077953,574.5,928,1223,1492,1863.5,2169.5,2423,2329,2644,2877.5,3485,2650.5,2,0.515454665,0.257727332,0.257727332,0.038674735,0.219052598,0.296402067,0.077349469,0.219052598,0.219052598,2,0.001495735
13.01722222,74.81722222,1.38,0.207077953,574.5,928,1223,1492,1863.5,2169.5,2423,2329,2644,2877.5,3485,2650.5,2,0.515454665,0.257727332,0.257727332,0.038674735,0.219052598,0.296402067,0.077349469,0.219052598,0.219052598,2,0.001495735
13.01722222,74.81722222,1.26,0.207077953,574.5,928,1223,1492,1863.5,2169.5,2423,2329,2644,2877.5,3485,2650.5,2,0.515454665,0.257727332,0.257727332,0.038674735,0.219052598,0.296402067,0.077349469,0.219052598,0.219052598,2,0.001495735
13.01722222,74.81722222,1.29,0.207077953,574.5,928,1223,1492,1863.5,2169.5,2423,2329,2644,2877.5,3485,2650.5,2,0.515454665,0.257727332,0.257727332,0.038674735,0.219052598,0.296402067,0.077349469,0.219052598,0.219052598,2,0.001495735
13.01722222,74.81722222,1.05,0.207077953,574.5,928,1223,1492,1863.5,2169.5,2423,2329,2644,2877.5,3485,2650.5,2,0.515454665,0.257727332,0.257727332,0.038674735,0.219052598,0.296402067,0.077349469,0.219052598,0.219052598,2,0.001495735
13.01722222,74.81722222,1.29,0.207077953,574.5,928,1223,1492,1863.5,2169.5,2423,2329,2644,2877.5,3485,2650.5,2,0.515454665,0.257727332,0.257727332,0.038674735,0.219052598,0.296402067,0.077349469,0.219052598,0.219052598,2,0.001495735
12.84994,74.9860504,0.83,0.267573696,835,1049.5,1311,1632,1973.5,2402,2649.5,2822,2988.5,3037.5,4537,3201.5,4,1.088820219,0.272205055,0.267374635,0.015453579,0.256276846,0.297794104,0.041517258,0.256276846,0.256276846,4,0.000238813
12.84994,74.9860504,0.99,0.267573696,835,1049.5,1311,1632,1973.5,2402,2649.5,2822,2988.5,3037.5,4537,3201.5,4,1.088820219,0.272205055,0.267374635,0.015453579,0.256276846,0.297794104,0.041517258,0.256276846,0.256276846,4,0.000238813
12.86528,75.24002,0.36,0.257815466,699,852,1178,1466,1899.5,2381.5,2667.5,2484.5,2764.5,2942,3355,2557,3,0.749845505,0.249948502,0.25781548,0.045162886,0.191123188,0.300906837,0.109783649,0.191123188,0.191123188,3,0.002039686
12.851726,74.98013,0.85,0.23100132,1029.5,1247,1660,1857,2191,2734,3104.5,3249,3439.5,3361.5,4219.5,2933.5,4,1.035982952,0.258995738,0.251810879,0.029953227,0.23071076,0.301650435,0.070939675,0.23071076,0.23071076,4,0.000897196
12.851726,74.98013,1.6,0.23100132,1029.5,1247,1660,1857,2191,2734,3104.5,3249,3439.5,3361.5,4219.5,2933.5,4,1.035982952,0.258995738,0.251810879,0.029953227,0.23071076,0.301650435,0.070939675,0.23071076,0.23071076,4,0.000897196
12.844139,74.98054,1.09,0.23775245,660.5,1131,1606,2015,2249,2857,3190.5,3163,3479,3228,4191,3072,3,0.76217021,0.254056737,0.237752452,0.035021482,0.221707225,0.302710533,0.081003308,0.221707225,0.221707225,3,0.001226504
12.844139,74.98054,0.89,0.23775245,660.5,1131,1606,2015,2249,2857,3190.5,3163,3479,3228,4191,3072,3,0.76217021,0.254056737,0.237752452,0.035021482,0.221707225,0.302710533,0.081003308,0.221707225,0.221707225,3,0.001226504
12.87568,75.24539,0.98,0.259373963,780.5,1004,1274,1674,1799.5,2562,3025.5,2846.5,3219.5,3247,2860,1880.5,2,0.565155715,0.282577857,0.282577857,0.023203894,0.259373963,0.305781752,0.046407789,0.259373963,0.259373963,2,0.000538421
12.902164,75.228717,0.93,0.278630979,711,965,1293,1643,1984.5,2523.5,2851,3094.5,3014.5,3120,3568.5,2576,3,0.826353818,0.275451273,0.278630972,0.026650581,0.241337627,0.306385219,0.065047592,0.241337627,0.241337627,3,0.000710253
13.01861111,74.82027778,0.79,0.206727948,716,1205,1585,2028,2043,2569.5,2828,3085,3036,3052.5,3618.5,2546.5,4,0.990452364,0.247613091,0.244755596,0.05037271,0.190367445,0.310573727,0.120206282,0.190367445,0.190367445,4,0.00253741
13.01861111,74.82027778,1.3,0.206727948,716,1205,1585,2028,2043,2569.5,2828,3085,3036,3052.5,3618.5,2546.5,4,0.990452364,0.247613091,0.244755596,0.05037271,0.190367445,0.310573727,0.120206282,0.190367445,0.190367445,4,0.00253741
12.85847,74.98175,1.24,0.262721621,1135,1037,1448,1705,1794.5,2556,2812,2860,2961,3196,2958,1860,4,1.091013968,0.272753492,0.259451181,0.026985994,0.253012061,0.319099545,0.066087484,0.253012061,0.253012061,4,0.000728244
12.86502,75.232974,1.19,0.271313308,643.5,890.5,1288,1874,1814,2710,3175.5,3269.5,3289.5,3229.5,2935.5,1813,3,0.834688798,0.278229599,0.27131331,0.031514534,0.243558064,0.319817424,0.07625936,0.243558064,0.243558064,3,0.000993166
12.87836,75.24568,0.73,0.289836598,665.5,954,1232,1621,1970.5,2472.5,2775,2705.5,3077.5,3310.5,3770,2772.5,4,1.109617278,0.277404319,0.270890236,0.032512777,0.243666515,0.324170291,0.080503777,0.243666515,0.243666515,4,0.001057081
12.869707,75.244582,0.34,0.293516328,672,1321,1765,2158,1858.5,2670.5,3093.5,3158.5,3297.5,3594,2802,1918.5,4,1.097521454,0.274380364,0.292107627,0.051565515,0.188187718,0.325118482,0.136930764,0.188187718,0.188187718,4,0.002659002
12.8558,74.97783,1.26,0.298719122,791.5,915.5,1191,1437,1751,2309,2647,2588,2845.5,2949,2816,1985,3,0.865254343,0.288418114,0.285962731,0.031373911,0.251279652,0.32801196,0.076732308,0.251279652,0.251279652,3,0.000984322
13.02027778,74.81888889,1.15,0.29365795,567.5,655.5,787.5,1028,1423,2028.5,2226,2033,2596,2690,3274,2237.5,4,1.18561992,0.29640498,0.291810393,0.019903052,0.273675054,0.32832408,0.054649025,0.273675054,0.273675054,4,0.000396131
13.02027778,74.81888889,0.91,0.29365795,567.5,655.5,787.5,1028,1423,2028.5,2226,2033,2596,2690,3274,2237.5,4,1.18561992,0.29640498,0.291810393,0.019903052,0.273675054,0.32832408,0.054649025,0.273675054,0.273675054,4,0.000396131
13.02027778,74.81888889,0.91,0.29365795,567.5,655.5,787.5,1028,1423,2028.5,2226,2033,2596,2690,3274,2237.5,4,1.18561992,0.29640498,0.291810393,0.019903052,0.273675054,0.32832408,0.054649025,0.273675054,0.273675054,4,0.000396131
13.02027778,74.81888889,0.97,0.29365795,567.5,655.5,787.5,1028,1423,2028.5,2226,2033,2596,2690,3274,2237.5,4,1.18561992,0.29640498,0.291810393,0.019903052,0.273675054,0.32832408,0.054649025,0.273675054,0.273675054,4,0.000396131
13.02027778,74.81888889,0.99,0.29365795,567.5,655.5,787.5,1028,1423,2028.5,2226,2033,2596,2690,3274,2237.5,4,1.18561992,0.29640498,0.291810393,0.019903052,0.273675054,0.32832408,0.054649025,0.273675054,0.273675054,4,0.000396131
12.901194,75.225708,0.26,0.292804836,568.5,784,1163,1521,1664.5,2366,2778.5,2780.5,2944.5,2992.5,2751.5,1770.5,3,0.903464645,0.301154882,0.292804837,0.020569886,0.28119719,0.329462618,0.048265427,0.28119719,0.28119719,3,0.00042312
12.852356,74.98544,1.09,0.238884045,838,957,1241,1746,2137,2786.5,3039,2842,3232,3198.5,3632.5,2668.5,4,1.038309038,0.259577259,0.252294235,0.046685,0.20303975,0.330680817,0.127641067,0.20303975,0.20303975,4,0.002179489
12.85618,74.9766,1.17,0.25765017,764,910,1208,1480,1953,2550,2948.5,2967,3325.5,3530,3662.5,2511,3,0.892178714,0.297392905,0.300145805,0.031386365,0.257650167,0.334382743,0.076732576,0.257650167,0.257650167,3,0.000985104
13.01888889,74.81833333,1.33,0.27570922,610,784.5,1075,1466,1857.5,2482.5,2761.5,2772,3025.5,3004,3938.5,2623.5,3,0.921603084,0.307201028,0.308164239,0.02532889,0.275709212,0.337729633,0.062020421,0.275709212,0.275709212,3,0.000641553
12.87659,75.25242,0.92,0.192304202,580,807,1269,1555,2117.5,2912,3223.5,3151,3384,2885.5,2903.5,1903,2,0.531445727,0.265722863,0.265722863,0.073418655,0.192304209,0.339141518,0.146837309,0.192304209,0.192304209,2,0.005390299
13.01888889,74.82083333,1.13,0.275147929,740,823.5,1050,1410,1718,2280.5,2541,2382,2770.5,2740,3170.5,2317.5,3,0.873333961,0.29111132,0.277535439,0.035273268,0.256329119,0.339469403,0.083140284,0.256329119,0.256329119,3,0.001244203
12.858478,74.981684,0.95,0.262721621,1135,1081,1479,1745,1973,2581,2854.5,2947,3032.5,3196,3198,2069,4,1.184865505,0.296216376,0.293841541,0.037271821,0.256180733,0.341001689,0.084820956,0.256180733,0.256180733,4,0.001389189
12.85247,74.98618,1.09,0.226385461,780.5,1187,1564,2121,2425.5,2764,3072.5,2848,3156,3132.5,3476.5,2622,4,0.924907818,0.231226955,0.217355184,0.071505877,0.146307111,0.343890339,0.197583228,0.146307111,0.146307111,4,0.00511309
12.85451,74.97851,0.86,0.296267293,616.5,842.5,1032.5,1348,1617.5,2090.5,2370,2483,2631.5,2731.5,3391,2349,4,1.273619115,0.318404779,0.315854207,0.019612968,0.296267301,0.345643401,0.0493761,0.296267301,0.296267301,4,0.000384669
12.85001,75.23001,0.91,0.202996566,802.5,896.5,1089,1319,1617,2398.5,2832.5,2713,3060,3114,2858,1888,3,0.738094404,0.246031468,0.202996567,0.070719765,0.189363718,0.345734119,0.156370401,0.189363718,0.189363718,3,0.005001285
12.84992,74.9848,1.04,0.224260577,1065,968.5,1303,1594,2204.5,2764.5,3200,3286,3624,3668,4096.5,2902,4,1.126900822,0.281725205,0.280723356,0.060354445,0.218732789,0.346721321,0.127988532,0.218732789,0.218732789,4,0.003642659
12.877939,75.248664,0.41,0.28481203,607,630.5,859.5,1135,1509.5,1803,2138.5,2347.5,2506.5,2662,3401,2478,3,0.96455577,0.32151859,0.331574321,0.026825085,0.284812033,0.348169416,0.063357383,0.284812033,0.284812033,3,0.000719585
12.84858,74.98382,0.85,0.289938217,818.5,1050,1494,1502,2198,2693,2996,3117,3237.5,3228.5,3338.5,2358,4,1.282844752,0.320711188,0.321631879,0.026601538,0.289938211,0.349642783,0.059704572,0.289938211,0.289938211,4,0.000707642
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
